experiment_id,dataset_size,extreme_value_ratio,repetition,final_bias,training_iterations,convergence_status,execution_time,dataset_mean,extreme_value_count,iqr_threshold,statistical_validation_passed,final_weight_0,training_final_loss,training_final_mae,training_initial_loss,training_loss_improvement,training_initial_weight,training_final_weight,training_weight_change,training_weight_std
exp_50_75_04,50,0.75,4,0.657113790512085,50,converged,3.0204670429229736,4.999999999999999,20,12.763992151322391,True,2.0419368743896484,0.046694692224264145,0.17276333272457123,121.64804077148438,121.60134607926011,2.031628131866455,2.0419368743896484,0.01030874252319336,0.013805119320750237
exp_50_75_05,50,0.75,5,0.6477214694023132,50,converged,3.087322950363159,4.998836872016811,20,13.245913637145078,True,2.0408518314361572,0.051988281309604645,0.18228457868099213,110.1878890991211,110.13590081781149,2.1379001140594482,2.0408518314361572,-0.09704828262329102,0.016615964472293854
exp_50_75_06,50,0.75,6,0.6326849460601807,50,converged,2.990629196166992,4.999999999999999,19,11.979714549463868,False,2.0461859703063965,0.05054332688450813,0.17406103014945984,111.88922882080078,111.83868549391627,2.0590925216674805,2.0461859703063965,-0.012906551361083984,0.012451129034161568
exp_50_75_07,50,0.75,7,0.6761921048164368,50,converged,3.0156917572021484,4.9904414988345565,22,13.296245695611177,True,2.0407874584198,0.04560670256614685,0.17787988483905792,128.883544921875,128.83793821930885,2.1567325592041016,2.0407874584198,-0.11594510078430176,0.02035617083311081
exp_50_75_08,50,0.75,8,0.6817963123321533,50,converged,3.007734775543213,5.000000000000001,20,12.54054551622699,True,2.0399935245513916,0.04019680619239807,0.16316217184066772,142.73593139648438,142.69573459029198,2.0711328983306885,2.0399935245513916,-0.031139373779296875,0.014535179361701012
exp_50_75_09,50,0.75,9,0.661729633808136,50,converged,3.004211664199829,5.0,20,12.654907381930869,True,2.039318084716797,0.04620131105184555,0.16994708776474,115.15933227539062,115.11313096433878,2.0512912273406982,2.039318084716797,-0.011973142623901367,0.012752954848110676
exp_50_75_10,50,0.75,10,0.6413565874099731,50,converged,3.070432424545288,5.000000000000001,20,12.706420459362036,True,2.0409388542175293,0.0514267235994339,0.1812397837638855,103.71916198730469,103.66773526370525,2.155386447906494,2.0409388542175293,-0.11444759368896484,0.017928391695022583
exp_50_100_01,50,1.0,1,0.6748933792114258,50,converged,3.011866569519043,5.000000000000001,25,13.576224990860835,True,2.0358502864837646,0.049076858907938004,0.1650993674993515,114.567626953125,114.51855009421706,2.0896756649017334,2.0358502864837646,-0.05382537841796875,0.014403938315808773
exp_50_100_02,50,1.0,2,0.687588632106781,50,converged,3.0250396728515625,5.0,25,13.543246271370197,True,2.0345327854156494,0.04498596489429474,0.15827064216136932,134.8863067626953,134.84132079780102,2.068652629852295,2.0345327854156494,-0.03411984443664551,0.01368094701319933
exp_50_100_03,50,1.0,3,0.6730645895004272,50,converged,3.1131627559661865,5.000000000000001,25,13.45699171629591,True,2.035191297531128,0.04947357997298241,0.1648682802915573,116.55691528320312,116.50744170323014,2.134488105773926,2.035191297531128,-0.09929680824279785,0.017061620950698853
exp_50_100_04,50,1.0,4,0.6743766069412231,50,converged,3.285130023956299,5.0,25,13.26982040915291,True,2.036098003387451,0.04817432910203934,0.1640617698431015,118.11781311035156,118.06963878124952,2.086440086364746,2.036098003387451,-0.05034208297729492,0.014030395075678825
exp_50_100_05,50,1.0,5,0.6810895800590515,50,converged,3.031525135040283,5.0,25,13.559413299201074,True,2.035492420196533,0.04686679318547249,0.16196434199810028,122.80084991455078,122.75398312136531,2.0719187259674072,2.035492420196533,-0.03642630577087402,0.013955754227936268
exp_50_100_06,50,1.0,6,0.6812165379524231,50,converged,3.1532516479492188,4.999516628723826,25,13.253986918070687,True,2.035959005355835,0.046245694160461426,0.1619618833065033,126.91686248779297,126.87061679363251,2.066784620285034,2.035959005355835,-0.03082561492919922,0.013880535028874874
exp_50_100_07,50,1.0,7,0.6914935111999512,50,converged,3.0903594493865967,5.000000000000001,25,13.537200534185788,True,2.0349624156951904,0.044158048927783966,0.15876489877700806,141.91824340820312,141.87408535927534,2.0788395404815674,2.0349624156951904,-0.04387712478637695,0.014561735093593597
exp_50_100_08,50,1.0,8,0.7001051306724548,50,converged,3.016660451889038,5.0,25,13.395835523909936,True,2.033844470977783,0.041531991213560104,0.15356943011283875,149.73785400390625,149.6963220126927,2.1042022705078125,2.033844470977783,-0.0703577995300293,0.015892526134848595
exp_50_100_09,50,1.0,9,0.6902087330818176,50,converged,3.106294631958008,4.994293072049193,25,13.783914139274259,True,2.0341243743896484,0.04537911340594292,0.1584639698266983,134.97850036621094,134.933121252805,2.0731449127197266,2.0341243743896484,-0.039020538330078125,0.014089973643422127
exp_50_100_10,50,1.0,10,0.6860684752464294,50,converged,3.1340441703796387,5.000000000000001,25,12.882314199180797,True,2.0369784832000732,0.04424417391419411,0.16194424033164978,134.1788787841797,134.1346346102655,2.0992159843444824,2.0369784832000732,-0.06223750114440918,0.01582169532775879
exp_100_00_01,100,0.0,1,0.6635805368423462,50,converged,3.285198211669922,5.000000000000001,14,5.246640788200745,True,2.0605313777923584,0.0191974937915802,0.11813512444496155,53.5334358215332,53.51423832774162,2.052915334701538,2.0605313777923584,0.0076160430908203125,0.015353736467659473
exp_100_00_02,100,0.0,2,0.6493932008743286,50,converged,3.412902593612671,5.000000000000001,10,5.526465540566929,True,2.060535430908203,0.01995881460607052,0.12002147734165192,50.076881408691406,50.056922594085336,2.0579018592834473,2.060535430908203,0.0026335716247558594,0.013175695203244686
exp_100_00_03,100,0.0,3,0.6979184150695801,50,converged,3.130577802658081,5.0,15,6.474792283800985,True,2.0478763580322266,0.01804702915251255,0.11267763376235962,48.6490592956543,48.631012266501784,2.0691277980804443,2.0478763580322266,-0.021251440048217773,0.015359636396169662
exp_100_00_04,100,0.0,4,0.6551581025123596,50,converged,3.494767189025879,5.0,6,4.6108751989702865,True,2.0632736682891846,0.015568775124847889,0.09941757470369339,55.45536804199219,55.43979926686734,2.0349483489990234,2.0632736682891846,0.028325319290161133,0.015897531062364578
exp_100_00_05,100,0.0,5,0.6597907543182373,50,converged,3.325188636779785,5.000000000000001,11,5.6389804429563535,True,2.0590922832489014,0.018727071583271027,0.1147008165717125,56.62571334838867,56.6069862768054,2.0501935482025146,2.0590922832489014,0.008898735046386719,0.01380753330886364
exp_100_00_06,100,0.0,6,0.6560001373291016,50,converged,3.3409271240234375,4.999999999999999,15,6.039290976150662,True,2.0512757301330566,0.02243775874376297,0.12440589815378189,50.62583923339844,50.603401474654675,2.081145763397217,2.0512757301330566,-0.029870033264160156,0.011812697164714336
exp_100_00_07,100,0.0,7,0.6896352767944336,50,converged,3.267036199569702,5.000000000000001,13,6.208326028936351,True,2.0299103260040283,0.02427086979150772,0.1355152279138565,51.919151306152344,51.894880436360836,2.1226422786712646,2.0299103260040283,-0.09273195266723633,0.014214592054486275
exp_100_00_08,100,0.0,8,0.6352111101150513,50,converged,3.2547214031219482,5.000000000000001,12,5.553956212067835,True,2.056863784790039,0.024984123185276985,0.13177452981472015,51.74385070800781,51.718866584822536,2.0832996368408203,2.056863784790039,-0.02643585205078125,0.012976945377886295
exp_100_00_09,100,0.0,9,0.6167631149291992,50,converged,3.1262118816375732,5.0,10,5.54605972996668,True,2.056732654571533,0.02459206059575081,0.12688559293746948,47.12008285522461,47.09549079462886,2.0860893726348877,2.056732654571533,-0.029356718063354492,0.011364682577550411
exp_100_00_10,100,0.0,10,0.6605362296104431,50,converged,3.2598822116851807,4.999999999999999,11,6.150987079658631,True,2.0466067790985107,0.021027298644185066,0.11826017498970032,52.76339340209961,52.742366103455424,2.085479259490967,2.0466067790985107,-0.038872480392456055,0.01242210902273655
exp_100_25_01,100,0.25,1,0.7417283058166504,50,converged,3.1942098140716553,4.995416583123427,21,7.285449212914776,True,2.0396177768707275,0.01810748502612114,0.1120152547955513,64.59928131103516,64.58117382600904,2.086400032043457,2.0396177768707275,-0.04678225517272949,0.018057677894830704
exp_100_25_02,100,0.25,2,0.7308657169342041,50,converged,3.163041830062866,4.999197057091248,23,7.9096442823727715,True,2.0368077754974365,0.019851312041282654,0.11685517430305481,56.844356536865234,56.82450522482395,2.0882105827331543,2.0368077754974365,-0.05140280723571777,0.01548265665769577
exp_100_25_03,100,0.25,3,0.7602960467338562,50,converged,3.1541483402252197,4.990800539282027,20,7.011184337504275,True,2.0387542247772217,0.01626019924879074,0.10887729376554489,55.52631378173828,55.51005358248949,2.0838897228240967,2.0387542247772217,-0.045135498046875,0.019629281014204025
exp_100_25_04,100,0.25,4,0.77724689245224,50,converged,3.408627986907959,4.988653332548569,23,7.338565631823496,True,2.037738084793091,0.014644132927060127,0.10390226542949677,59.23064041137695,59.21599627844989,2.0844361782073975,2.037738084793091,-0.04669809341430664,0.021555330604314804
exp_100_25_05,100,0.25,5,0.7474260330200195,50,converged,3.4953362941741943,4.999999999999999,22,7.290826021008805,True,2.0405921936035156,0.01686553843319416,0.10725736618041992,58.04655838012695,58.02969284169376,2.082503080368042,2.0405921936035156,-0.04191088676452637,0.019159452989697456
exp_100_25_06,100,0.25,6,0.8088829517364502,50,converged,3.3493363857269287,4.999999999999999,22,8.325180610378498,True,2.029991388320923,0.010640360414981842,0.0872528925538063,65.4415283203125,65.43088795989752,2.083718776702881,2.029991388320923,-0.05372738838195801,0.02146425098180771
exp_100_25_07,100,0.25,7,0.7726782560348511,50,converged,3.244724750518799,5.0,26,9.415170704973551,True,2.0362987518310547,0.014930342324078083,0.1021074652671814,48.91946792602539,48.90453758370131,2.089174509048462,2.0362987518310547,-0.05287575721740723,0.021443605422973633
exp_100_25_08,100,0.25,8,0.7141340374946594,50,converged,3.2679989337921143,5.0,17,7.1614881223686115,True,2.0394797325134277,0.0205927062779665,0.11918087303638458,57.26557540893555,57.24498270265758,2.088515520095825,2.0394797325134277,-0.04903578758239746,0.015378874726593494
exp_100_25_09,100,0.25,9,0.8016502261161804,50,converged,3.2721691131591797,5.000000000000001,26,9.30983096192974,True,2.0262091159820557,0.011966106481850147,0.09162261337041855,56.47907257080078,56.46710646431893,2.0786311626434326,2.0262091159820557,-0.05242204666137695,0.018154079094529152
exp_100_25_10,100,0.25,10,0.7780376672744751,50,converged,3.188840627670288,5.0,21,7.831982926917002,True,2.034245729446411,0.012333869002759457,0.08955121040344238,51.998592376708984,51.986258507706225,2.0697453022003174,2.034245729446411,-0.03549957275390625,0.019071262329816818
exp_100_50_01,100,0.5,1,0.8275881409645081,50,converged,3.253798246383667,5.0,27,11.265816099150221,True,2.0193514823913574,0.010282176546752453,0.08334943652153015,49.55528259277344,49.545000416226685,2.0753371715545654,2.0193514823913574,-0.05598568916320801,0.016814230009913445
exp_100_50_02,100,0.5,2,0.8308694362640381,50,converged,3.075582265853882,4.999999999999999,29,11.672033662497348,True,2.0194015502929688,0.01005254965275526,0.08191519975662231,54.529823303222656,54.5197707535699,2.0762922763824463,2.0194015502929688,-0.05689072608947754,0.016993077471852303
exp_100_50_03,100,0.5,3,0.81966632604599,50,converged,3.146064043045044,4.999573233428932,32,11.699433904648851,True,2.021385431289673,0.011457071639597416,0.0880034863948822,74.25260162353516,74.24114455189556,2.087256908416748,2.021385431289673,-0.0658714771270752,0.018852360546588898
exp_100_50_04,100,0.5,4,0.7923378348350525,50,converged,3.326183795928955,4.999999999999999,30,11.531683879137242,True,2.0246217250823975,0.014933318831026554,0.0992043986916542,54.3250846862793,54.31015136744827,2.085812568664551,2.0246217250823975,-0.06119084358215332,0.01723819598555565
exp_100_50_05,100,0.5,5,0.7991037964820862,50,converged,3.2318294048309326,5.000000000000001,35,11.835575030507115,True,2.01981782913208,0.014822286553680897,0.09906649589538574,53.975563049316406,53.960740762762725,2.0814294815063477,2.01981782913208,-0.06161165237426758,0.015125534497201443
exp_100_50_06,100,0.5,6,0.8104922771453857,50,converged,3.3111257553100586,4.999999999999999,35,11.793502673936114,True,2.0260486602783203,0.013122934848070145,0.09305081516504288,53.67842102050781,53.66529808565974,2.09169602394104,2.0260486602783203,-0.06564736366271973,0.020160309970378876
exp_100_50_07,100,0.5,7,0.8590637445449829,50,converged,3.3239798545837402,4.99995917596096,33,11.620179103922709,True,2.01819109916687,0.007232711184769869,0.070008784532547,57.26381301879883,57.25658030761406,2.0808401107788086,2.01819109916687,-0.06264901161193848,0.02042083814740181
exp_100_50_08,100,0.5,8,0.7749093174934387,50,converged,3.1622886657714844,5.000000000000001,29,11.85161759121376,True,2.022606372833252,0.018516872078180313,0.11337947845458984,54.064308166503906,54.045791294425726,2.0808751583099365,2.022606372833252,-0.05826878547668457,0.01411904115229845
exp_100_50_09,100,0.5,9,0.8364067673683167,50,converged,3.232351779937744,4.9648248924741765,35,12.324766853378032,True,2.019472122192383,0.010353232733905315,0.0851394459605217,59.99787902832031,59.98752579558641,2.083124876022339,2.019472122192383,-0.06365275382995605,0.018804680556058884
exp_100_50_10,100,0.5,10,0.854180634021759,50,converged,3.5785295963287354,4.965207584465821,32,12.357235620634015,True,2.0229742527008057,0.008548111654818058,0.08092386275529861,64.47528076171875,64.46673265006393,2.109597682952881,2.0229742527008057,-0.0866234302520752,0.026124242693185806
exp_100_75_01,100,0.75,1,0.8812564611434937,50,converged,3.2334721088409424,5.000000000000001,40,12.860858502117354,True,2.0169262886047363,0.005963325034826994,0.0650377944111824,70.10905456542969,70.10309124039486,2.1025454998016357,2.0169262886047363,-0.08561921119689941,0.024777716025710106
exp_100_75_02,100,0.75,2,0.877926766872406,50,converged,3.154421806335449,4.9811049438795925,39,13.34147280851985,True,2.0179219245910645,0.006550294812768698,0.06999760866165161,58.14122009277344,58.13466979796067,2.1050236225128174,2.0179219245910645,-0.08710169792175293,0.02542150393128395
exp_100_75_03,100,0.75,3,0.8502905368804932,50,converged,3.2246105670928955,4.999999999999999,39,12.966166588757767,False,2.0169765949249268,0.009198307991027832,0.07535091787576675,65.38362121582031,65.37442290782928,2.080963134765625,2.0169765949249268,-0.06398653984069824,0.01861794851720333
exp_100_75_04,100,0.75,4,0.8783502578735352,50,converged,3.277125597000122,4.999886413029944,40,12.92627969397222,True,2.01492977142334,0.006233540829271078,0.0641198456287384,65.90043640136719,65.89420286053792,2.0856571197509766,2.01492977142334,-0.07072734832763672,0.02102039009332657
exp_100_75_05,100,0.75,5,0.8560928702354431,50,converged,3.3166401386260986,4.999079171748324,43,12.924327698136786,True,2.01535964012146,0.008838160894811153,0.07455441355705261,51.816627502441406,51.807789341546595,2.0771660804748535,2.01535964012146,-0.061806440353393555,0.01788642257452011
exp_100_75_06,100,0.75,6,0.8353762626647949,50,converged,3.114945888519287,4.988172174351838,42,13.118798832119985,True,2.0189855098724365,0.011623965576291084,0.08813510090112686,54.77310562133789,54.7614816557616,2.0846428871154785,2.0189855098724365,-0.06565737724304199,0.018922079354524612
exp_100_75_07,100,0.75,7,0.8217543363571167,50,converged,3.1166701316833496,5.0,38,13.25958545303573,True,2.0225112438201904,0.013443320989608765,0.09673875570297241,61.10371017456055,61.09026685357094,2.0910160541534424,2.0225112438201904,-0.06850481033325195,0.019925948232412338
exp_100_75_08,100,0.75,8,0.8367169499397278,50,converged,3.1352062225341797,5.0,40,12.88057814106962,True,2.023205280303955,0.0111119719222188,0.08764952421188354,56.921146392822266,56.91003442090005,2.1009891033172607,2.023205280303955,-0.07778382301330566,0.022941479459404945
exp_100_75_09,100,0.75,9,0.8993396162986755,50,converged,3.1987881660461426,4.986100709490397,41,13.386896860785594,True,2.0134315490722656,0.004446336999535561,0.05684313923120499,63.57632827758789,63.571881940588355,2.0964972972869873,2.0134315490722656,-0.08306574821472168,0.02419806830585003
exp_100_75_10,100,0.75,10,0.8999921679496765,50,converged,3.2008769512176514,4.999529504205555,39,12.992342047866046,True,2.0133814811706543,0.00431052828207612,0.05379673093557358,64.92376708984375,64.91945656156167,2.095191478729248,2.0133814811706543,-0.08180999755859375,0.023933637887239456
exp_100_100_01,100,1.0,1,0.8459017276763916,50,converged,3.062258720397949,4.999137240197608,50,13.734732016856638,True,2.0164856910705566,0.011350762099027634,0.07889622449874878,76.7789535522461,76.76760279014707,2.0783531665802,2.0164856910705566,-0.061867475509643555,0.01837456226348877
exp_100_100_02,100,1.0,2,0.8466880321502686,50,converged,3.238110065460205,4.99875229235732,50,13.778492130036337,True,2.015270709991455,0.01124141551554203,0.07836982607841492,59.04160690307617,59.03036548756063,2.074674129486084,2.015270709991455,-0.059403419494628906,0.017138689756393433
exp_100_100_03,100,1.0,3,0.8715240955352783,50,converged,3.0581822395324707,4.999999999999999,50,13.323641899253529,True,2.0137031078338623,0.00769842928275466,0.06494604796171188,72.18435668945312,72.17665826017037,2.078328847885132,2.0137031078338623,-0.06462574005126953,0.018649151548743248
exp_100_100_04,100,1.0,4,0.8665834665298462,50,converged,3.2250678539276123,4.998660059721168,50,13.63603540924726,True,2.014714002609253,0.00845366157591343,0.06825413554906845,66.78899383544922,66.7805401738733,2.082178831100464,2.014714002609253,-0.06746482849121094,0.01947973482310772
exp_100_100_05,100,1.0,5,0.8887612819671631,50,converged,3.302102565765381,5.0,50,13.248923157586297,True,2.0131566524505615,0.005797056946903467,0.058327894657850266,59.950984954833984,59.94518789788708,2.0911097526550293,2.0131566524505615,-0.07795310020446777,0.02134430781006813
exp_100_100_06,100,1.0,6,0.840167224407196,50,converged,3.156879186630249,5.0,50,13.377300578893673,True,2.017090320587158,0.011882293969392776,0.08070472627878189,71.09060668945312,71.07872439548373,2.0795071125030518,2.017090320587158,-0.062416791915893555,0.018234897404909134
exp_100_100_07,100,1.0,7,0.8694478273391724,50,converged,3.341254472732544,5.000000000000001,50,13.756454328357528,True,2.0147807598114014,0.008174962364137173,0.06768824905157089,78.84063720703125,78.83246224466711,2.085228443145752,2.0147807598114014,-0.07044768333435059,0.02024100534617901
exp_100_100_08,100,1.0,8,0.8690832257270813,50,converged,3.556083917617798,4.999999999999999,50,13.606316457271049,True,2.0143189430236816,0.008105476386845112,0.06704346835613251,63.85529327392578,63.847187797538936,2.081922769546509,2.0143189430236816,-0.06760382652282715,0.019515912979841232
exp_100_100_09,100,1.0,9,0.8925145268440247,50,converged,3.721120595932007,4.999119871889528,50,13.540510753004757,True,2.012808322906494,0.005553189665079117,0.05729018151760101,54.130062103271484,54.124508913606405,2.0870473384857178,2.012808322906494,-0.07423901557922363,0.021538222208619118
exp_100_100_10,100,1.0,10,0.911446750164032,50,converged,3.422041893005371,5.000000000000003,50,13.585747853578678,True,2.011092185974121,0.003809673711657524,0.04775748401880264,74.1692123413086,74.16540266759694,2.0909790992736816,2.011092185974121,-0.07988691329956055,0.0228121355175972
exp_500_00_01,500,0.0,1,0.9606307148933411,50,converged,4.059283494949341,5.0,72,6.058830481169176,True,2.0064289569854736,0.00029829167760908604,0.014573346823453903,10.268310546875,10.268012255197391,2.0996205806732178,2.0064289569854736,-0.09319162368774414,0.02618391066789627
exp_500_00_02,500,0.0,2,0.9535596966743469,50,converged,3.9765684604644775,5.000000000000001,68,5.884818062933111,True,2.00801682472229,0.00039425204158760607,0.016599785536527634,10.773919105529785,10.773524853488198,2.108988046646118,2.00801682472229,-0.10097122192382812,0.02848275564610958
exp_500_00_03,500,0.0,3,0.9551962614059448,50,converged,3.913902521133423,5.000000000000001,67,5.673028520924395,True,2.006911039352417,0.00036464224103838205,0.016090048477053642,10.938203811645508,10.93783916940447,2.093380928039551,2.006911039352417,-0.08646988868713379,0.024396555498242378
exp_500_00_04,500,0.0,4,0.9580433964729309,50,converged,4.089178562164307,5.0,60,5.958422237929864,True,2.006779670715332,0.00033493456430733204,0.015415722504258156,10.15627384185791,10.155938907293603,2.0989584922790527,2.006779670715332,-0.0921788215637207,0.02594679966568947
exp_500_00_05,500,0.0,5,0.9578291773796082,50,converged,3.860548973083496,5.0,56,5.836657210310646,True,2.0073721408843994,0.0003281263052485883,0.015282385051250458,10.218789100646973,10.218460974341724,2.103795051574707,2.0073721408843994,-0.09642291069030762,0.02717115916311741
exp_500_00_06,500,0.0,6,0.966093897819519,50,converged,4.030864715576172,5.000000000000001,67,6.534402944718871,True,2.006093740463257,0.00023866572882980108,0.013184629380702972,10.438287734985352,10.438049069256522,2.113919258117676,2.006093740463257,-0.10782551765441895,0.030117446556687355
exp_500_00_07,500,0.0,7,0.9574345946311951,50,converged,3.8959598541259766,5.0,65,5.595829878527793,True,2.006963014602661,0.000341307109920308,0.01554653886705637,9.806121826171875,9.805780519061955,2.103200912475586,2.006963014602661,-0.0962378978729248,0.027076777070760727
exp_500_00_08,500,0.0,8,0.9648701548576355,50,converged,3.9470889568328857,4.999999999999999,70,6.353606280116235,True,2.005582332611084,0.0002498079265933484,0.013465427793562412,10.105279922485352,10.105030114558758,2.098308563232422,2.005582332611084,-0.09272623062133789,0.025949258357286453
exp_500_00_09,500,0.0,9,0.9572188258171082,50,converged,3.949277877807617,5.000000000000001,60,6.103968966520616,True,2.007305383682251,0.00034160318318754435,0.015555284917354584,10.577753067016602,10.577411463833414,2.1056160926818848,2.007305383682251,-0.09831070899963379,0.02768086828291416
exp_500_00_10,500,0.0,10,0.9595039486885071,50,converged,4.030871152877808,5.0,72,5.995660991113173,True,2.0065839290618896,0.00031022028997540474,0.014581603929400444,9.864580154418945,9.86426993412897,2.0982460975646973,2.0065839290618896,-0.09166216850280762,0.025784090161323547
exp_500_25_01,500,0.25,1,0.9899769425392151,50,converged,4.042874813079834,5.000000000000002,109,7.745171947950255,True,2.001478672027588,2.9496215574909e-05,0.00454282108694315,11.398197174072266,11.39816767785669,2.0902483463287354,2.001478672027588,-0.08876967430114746,0.023796183988451958
exp_500_25_02,500,0.25,2,0.9898517727851868,50,converged,3.9988181591033936,5.0,105,7.998254490724605,True,2.0014255046844482,3.0263870939961635e-05,0.004602988250553608,10.136497497558594,10.136467233687654,2.088198661804199,2.0014255046844482,-0.08677315711975098,0.023249438032507896
exp_500_25_03,500,0.25,3,0.9886408448219299,50,converged,3.8926501274108887,4.999999999999998,107,7.573936043920753,True,2.001699447631836,3.75015297322534e-05,0.005099770613014698,11.105120658874512,11.10508315734478,2.094658374786377,2.001699447631836,-0.09295892715454102,0.025002814829349518
exp_500_25_04,500,0.25,4,0.9881739616394043,50,converged,4.074902057647705,4.999305044420445,97,7.693290004867388,True,2.0015757083892822,4.042014552396722e-05,0.005346101243048906,12.496925354003906,12.496884933858382,2.0857748985290527,2.0015757083892822,-0.08419919013977051,0.022665759548544884
exp_500_25_05,500,0.25,5,0.9900166988372803,50,converged,3.8846518993377686,4.998944943229193,101,7.797223716107509,True,2.0013949871063232,2.94339370157104e-05,0.004567109979689121,11.562227249145508,11.562197815208492,2.0873756408691406,2.0013949871063232,-0.08598065376281738,0.023026680573821068
exp_500_25_06,500,0.25,6,0.9871353507041931,50,converged,4.0024254322052,5.0,103,7.673454941550635,True,2.0019283294677734,4.6261211537057534e-05,0.005587364546954632,12.588109970092773,12.588063708881236,2.0943942070007324,2.0019283294677734,-0.09246587753295898,0.02498718909919262
exp_500_25_07,500,0.25,7,0.989722490310669,50,converged,4.001644611358643,5.000000000000001,117,8.12358090636236,True,2.001551866531372,3.087560980929993e-05,0.004587233532220125,10.317256927490234,10.317226051880425,2.093393564224243,2.001551866531372,-0.0918416976928711,0.02463245764374733
